id,ticket_created,issue_type,method,issue,city,state,zip
8960088,2026-08-02 16:08:00+00:00,Internet,Wireless,Billing,Fort mc coy,FL,32134.0
8960086,2026-08-02 16:06:33+00:00,Internet,Wireless,Billing,Gaston,SC,29053.0
8960085,2026-08-02 16:06:13+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Dover,PA,17315.0
8960083,2026-08-02 16:05:39+00:00,Phone,Wireless (cell phone/other mobile device),Equipment,Ciudad de miami,FL,33184.0
8960079,2026-08-02 16:04:04+00:00,Internet,Cable,Billing,Russell,MA,1071.0
8960077,2026-08-02 16:03:08+00:00,Internet,Cable,Availability,Chicago heights,IL,60411.0
8960075,2026-08-02 16:02:47+00:00,Internet,Wireless,Availability,Fontana,CA,92335.0
8960073,2026-08-02 16:01:44+00:00,Phone,Wireless (cell phone/other mobile device),Cramming (unauthorized charges on your phone bill),Shelley,ID,83274.0
8960072,2026-08-02 16:00:06+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Kalama,WA,98625.0
8960070,2026-08-02 15:58:43+00:00,Phone,Wireless (cell phone/other mobile device),Billing,El cerrito,CA,94530.0
8960065,2026-08-02 15:57:32+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Saint louis,MO,63111.0
8960062,2026-08-02 15:55:10+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Rochester,MN,55904.0
8960058,2026-08-02 15:51:48+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Sanford,FL,32771.0
8960056,2026-08-02 15:51:24+00:00,Internet,Fiber,Availability,Marietta,GA,30062.0
8960055,2026-08-02 15:51:09+00:00,Phone,Wireless (cell phone/other mobile device),Cramming (unauthorized charges on your phone bill),Camarillo,CA,93012.0
8960054,2026-08-02 15:51:07+00:00,Phone,Wireless (cell phone/other mobile device),Equipment,Brighton,MI,48116.0
8960052,2026-08-02 15:50:40+00:00,Phone,Wireless (cell phone/other mobile device),Cramming (unauthorized charges on your phone bill),Baltimore,MD,21223.0
8960050,2026-08-02 15:49:24+00:00,TV,,Availability,Asheville,NC,28806.0
8960047,2026-08-02 15:46:06+00:00,TV,,Loud Commercials,Elk grove,CA,95758.0
8960046,2026-08-02 15:46:01+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Dodge center,MN,55927.0
8960039,2026-08-02 15:40:39+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Hayward,CA,94541.0
8960035,2026-08-02 15:39:46+00:00,Internet,Wireless,Availability,Peoria,AZ,85345.0
8960032,2026-08-02 15:39:10+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Milltown,NJ,8850.0
8960031,2026-08-02 15:37:22+00:00,TV,,Availability,Eureka,MT,59917.0
8960029,2026-08-02 15:35:10+00:00,Phone,Internet (VOIP),Billing,Owasso,OK,74055.0
8960027,2026-08-02 15:34:03+00:00,Phone,Wireless (cell phone/other mobile device),Equipment,Eatontown,NJ,7724.0
8960025,2026-08-02 15:33:02+00:00,Internet,DSL,Billing,Franklin,NC,28734.0
8960024,2026-08-02 15:30:59+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Baltimore,MD,21223.0
8960023,2026-08-02 15:30:51+00:00,Internet,Wireless,Billing,Los angeles,CA,90019.0
8960021,2026-08-02 15:27:56+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Hayward,CA,94541.0
8960019,2026-08-02 15:27:05+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Punta gorda,FL,33983.0
8960018,2026-08-02 15:27:02+00:00,Phone,Wireless (cell phone/other mobile device),Equipment,Kingston,NY,12401.0
8960015,2026-08-02 15:25:28+00:00,Internet,Cable,Billing,Indianapolis,IN,46220.0
8960014,2026-08-02 15:24:18+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Vale,OR,97918.0
8960013,2026-08-02 15:24:05+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Mesquite,TX,75149.0
8960011,2026-08-02 15:23:45+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Bloomingdale,IL,60108.0
8960006,2026-08-02 15:21:35+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Pittsburgh,PA,15201.0
8960004,2026-08-02 15:21:08+00:00,Internet,Wireless,Interference,Washington,DC,20011.0
8960003,2026-08-02 15:20:53+00:00,Internet,Fiber,Equipment,Louisburg,NC,27549.0
8959999,2026-08-02 15:19:15+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Irvine,CA,92606.0
8959998,2026-08-02 15:18:42+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Charlotte,VT,5445.0
8959994,2026-08-02 15:14:40+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Shelbyville,IN,46176.0
8959988,2026-08-02 15:10:36+00:00,Phone,Wireless (cell phone/other mobile device),Availability (including rural call completion),Whitestone,NY,11357.0
8959986,2026-08-02 15:08:38+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Manlius,NY,13104.0
8959985,2026-08-02 15:07:48+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Irvine,CA,92606.0
8959983,2026-08-02 15:05:27+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Pittsburgh,PA,15204.0
8959982,2026-08-02 15:04:09+00:00,Internet,Cable,Billing,Hendersonville,NC,28739.0
8959980,2026-08-02 15:01:21+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Silverhill,AL,36576.0
8959979,2026-08-02 15:00:00+00:00,Phone,Wireless (cell phone/other mobile device),Cramming (unauthorized charges on your phone bill),Charlotte,NC,28204.0
8959977,2026-08-02 14:58:21+00:00,Phone,Wired,Availability (including rural call completion),Highlands,NC,28741.0
8959976,2026-08-02 14:57:22+00:00,Phone,Wireless (cell phone/other mobile device),Cramming (unauthorized charges on your phone bill),Woodstock,GA,30188.0
8959974,2026-08-02 14:53:56+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Macomb,MI,48044.0
8959969,2026-08-02 14:43:47+00:00,Phone,Wireless (cell phone/other mobile device),Equipment,Cedar park,TX,78613.0
8959966,2026-08-02 14:40:42+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Columbia,MD,21046.0
8959964,2026-08-02 14:40:33+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Albuquerque,NM,87108.0
8959961,2026-08-02 14:36:54+00:00,Internet,Wireless,Billing,Albuquerque,NM,87108.0
8959959,2026-08-02 14:34:47+00:00,Phone,Wireless (cell phone/other mobile device),Equipment,Cedar park,TX,78613.0
8959957,2026-08-02 14:34:06+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Norman,OK,73072.0
8959955,2026-08-02 14:33:47+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Independence,KY,41051.0
8959948,2026-08-02 14:30:36+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Sandston,VA,23150.0
8959947,2026-08-02 14:28:06+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Independence,KY,41051.0
8959946,2026-08-02 14:27:18+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Dartmouth,MA,2747.0
8959944,2026-08-02 14:25:17+00:00,Phone,Wireless (cell phone/other mobile device),Equipment,Fieldale,VA,24089.0
8959941,2026-08-02 14:23:48+00:00,Internet,Wireless,Billing,Albany,NY,12208.0
8959937,2026-08-02 14:21:57+00:00,Phone,Wired,Billing,Lawrenceville,GA,30045.0
8959934,2026-08-02 14:13:18+00:00,Phone,Wireless (cell phone/other mobile device),Availability (including rural call completion),Lakeway,TX,78734.0
8959932,2026-08-02 14:09:45+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Pittsburgh,PA,15204.0
8959931,2026-08-02 14:07:57+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Kennesaw,GA,30144.0
8959930,2026-08-02 14:01:51+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Eugene,OR,97404.0
8959927,2026-08-02 13:59:06+00:00,TV,Cable,Billing,East bridgewater,MA,2333.0
8959926,2026-08-02 13:58:29+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Denver,CO,80232.0
8959925,2026-08-02 13:54:35+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Union,NJ,7083.0
8959924,2026-08-02 13:53:27+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Union,NJ,7083.0
8959921,2026-08-02 13:52:04+00:00,TV,Cable,Billing,Lansing,MI,48912.0
8959918,2026-08-02 13:50:59+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Pittsburgh,PA,15204.0
8959917,2026-08-02 13:44:56+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Cambridge,MA,2140.0
8959916,2026-08-02 13:43:22+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Randallstown,MD,21133.0
8959914,2026-08-02 13:42:43+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Los angeles,CA,90029.0
8959912,2026-08-02 13:37:30+00:00,Phone,Wireless (cell phone/other mobile device),Availability (including rural call completion),Grandview,MO,64030.0
8959910,2026-08-02 13:35:55+00:00,Internet,Wireless,Equipment,Montgomery village,MD,20886.0
8959908,2026-08-02 13:34:38+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Detroit,MI,48238.0
8959906,2026-08-02 13:33:39+00:00,TV,,Interference,Ny,NY,10451.0
8959903,2026-08-02 13:30:30+00:00,Internet,Wireless,Billing,Austin,TX,78737.0
8959902,2026-08-02 13:29:20+00:00,Phone,Wireless (cell phone/other mobile device),Equipment,Lenexa,KS,66220.0
8959900,2026-08-02 13:27:17+00:00,Phone,Wireless (cell phone/other mobile device),Equipment,Harrisburg,PA,17111.0
8959899,2026-08-02 13:27:01+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Pittsburgh,PA,15204.0
8959896,2026-08-02 13:25:47+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Brockton,MA,2301.0
8959895,2026-08-02 13:25:04+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Cambridge,MA,2140.0
8959893,2026-08-02 13:22:22+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Pittsburgh,PA,15204.0
8959891,2026-08-02 13:19:42+00:00,Phone,Wireless (cell phone/other mobile device),Equipment,Columbus,GA,31907.0
8959890,2026-08-02 13:19:18+00:00,Phone,Wireless (cell phone/other mobile device),Interference (including signal jammers),Atlanta,GA,30324.0
8959887,2026-08-02 13:18:58+00:00,Internet,Cable,Availability,Raleigh,NC,27615.0
8959884,2026-08-02 13:16:17+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Maiden,NC,28650.0
8959883,2026-08-02 13:15:20+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Fountain,CO,80817.0
8959882,2026-08-02 13:13:52+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Pittsburgh,PA,15204.0
8959880,2026-08-02 13:11:10+00:00,Phone,Wireless (cell phone/other mobile device),Availability (including rural call completion),Clermont,FL,34714.0
8959877,2026-08-02 13:06:52+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Pittsburgh,PA,15204.0
8959875,2026-08-02 13:03:34+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Pittsburgh,PA,15204.0
8959874,2026-08-02 13:00:03+00:00,TV,Broadcast,Indecency,Huntsville,AL,35806.0
8959872,2026-08-02 12:55:13+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Wellington,FL,33414.0
8959869,2026-08-02 12:53:23+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Pittsburgh,PA,15204.0
8959867,2026-08-02 12:50:18+00:00,Phone,Wireless (cell phone/other mobile device),Number Portability (keeping your number if you change providers),Edwardsville,IL,62025.0
8959863,2026-08-02 12:46:20+00:00,Phone,Wireless (cell phone/other mobile device),Privacy,Temple terrace,FL,33617.0
8959859,2026-08-02 12:44:03+00:00,Internet,Cable,Availability,Spotsylvania,VA,22553.0
8959851,2026-08-02 12:18:18+00:00,TV,Satellite,Availability,Putney,VT,5346.0
8959849,2026-08-02 12:17:43+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Plano,TX,75025.0
8959846,2026-08-02 12:10:45+00:00,Internet,Fiber,Equipment,Clarkston,WA,99403.0
8959844,2026-08-02 12:07:17+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Pittsburgh,PA,15204.0
8959841,2026-08-02 12:01:43+00:00,Phone,Wireless (cell phone/other mobile device),Number Portability (keeping your number if you change providers),Cunningham,TN,37052.0
8959839,2026-08-02 11:50:37+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Gadsden,AL,35901.0
8959834,2026-08-02 11:23:55+00:00,Phone,Wireless (cell phone/other mobile device),Number Portability (keeping your number if you change providers),Roanoke,VA,24019.0
8959832,2026-08-02 11:05:16+00:00,Phone,Internet (VOIP),Availability (including rural call completion),Midland,MI,48642.0
8959831,2026-08-02 10:58:17+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Pittsburgh,PA,15204.0
8959829,2026-08-02 10:55:06+00:00,Phone,Wireless (cell phone/other mobile device),Cramming (unauthorized charges on your phone bill),Albuquerque,NM,87109.0
8959827,2026-08-02 10:51:14+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Covington,KY,41011.0
8959826,2026-08-02 10:50:49+00:00,Phone,Wireless (cell phone/other mobile device),Number Portability (keeping your number if you change providers),Whitehall,OH,43213.0
8959821,2026-08-02 10:45:44+00:00,Internet,Cable,Billing,Colonial beach,VA,22443.0
8959819,2026-08-02 10:44:40+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Pittsburgh,PA,15204.0
8959814,2026-08-02 10:40:50+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Ruther glen,VA,22546.0
8959813,2026-08-02 10:38:41+00:00,Internet,Cable,Billing,Cincinnati,OH,45204.0
8959811,2026-08-02 10:33:52+00:00,Phone,Wireless (cell phone/other mobile device),Privacy,Rosemead,CA,91770.0
8959809,2026-08-02 10:31:16+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Pittsburgh,PA,15204.0
8959807,2026-08-02 10:20:00+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Pittsburgh,PA,15204.0
8959806,2026-08-02 10:13:25+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Pittsburgh,PA,15204.0
8959803,2026-08-02 09:55:55+00:00,Phone,Wireless (cell phone/other mobile device),Availability (including rural call completion),Hot springs,NC,28743.0
8959801,2026-08-02 09:40:19+00:00,Internet,Fiber,Billing,West union,IA,52175.0
8959799,2026-08-02 09:35:00+00:00,Phone,Wireless (cell phone/other mobile device),Number Portability (keeping your number if you change providers),Madison,AL,35758.0
8959794,2026-08-02 09:13:00+00:00,Internet,Cable,Billing,Amarillo,TX,79109.0
8959793,2026-08-02 09:12:15+00:00,Phone,Wireless (cell phone/other mobile device),Equipment,Florida city,FL,33035.0
8959787,2026-08-02 08:53:18+00:00,Phone,Wireless (cell phone/other mobile device),Availability (including rural call completion),Stillwater,OK,74074.0
8959786,2026-08-02 08:51:04+00:00,Phone,Wireless (cell phone/other mobile device),Interference (including signal jammers),Los angeles,CA,90036.0
8959784,2026-08-02 08:47:33+00:00,Internet,Cable,Billing,Portland,OR,97232.0
8959783,2026-08-02 08:36:22+00:00,Phone,Wireless (cell phone/other mobile device),Availability (including rural call completion),Los angeles,CA,90028.0
8959782,2026-08-02 08:00:54+00:00,Phone,Wireless (cell phone/other mobile device),Equipment,Paterson,NJ,7522.0
8959779,2026-08-02 07:54:11+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Sheridan,IL,60551.0
8959777,2026-08-02 07:38:51+00:00,Phone,Wireless (cell phone/other mobile device),Interference (including signal jammers),Avondale,AZ,85392.0
8959773,2026-08-02 07:34:08+00:00,Phone,Wireless (cell phone/other mobile device),Equipment,Portland,OR,97203.0
8959770,2026-08-02 07:21:47+00:00,Phone,Wireless (cell phone/other mobile device),Equipment,Olympia,WA,98512.0
8959767,2026-08-02 07:14:00+00:00,Phone,Wireless (cell phone/other mobile device),Equipment,San jose,CA,95131.0
8959764,2026-08-02 07:00:00+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Lakeside,AZ,85929.0
8959763,2026-08-02 06:56:44+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Belvedere,SC,29842.0
8959761,2026-08-02 06:54:58+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Lakeside,AZ,85929.0
8959760,2026-08-02 06:42:36+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Bangor,ME,4401.0
8959759,2026-08-02 06:41:09+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Ocoee,FL,34761.0
8959758,2026-08-02 06:39:34+00:00,Internet,Fiber,Availability,Atlanta,GA,30318.0
8959757,2026-08-02 06:38:19+00:00,Phone,Wireless (cell phone/other mobile device),Availability (including rural call completion),Yuma,AZ,85364.0
8959756,2026-08-02 06:37:59+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Savannah,GA,31419.0
8959752,2026-08-02 06:34:36+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Corona,NY,11368.0
8959750,2026-08-02 06:29:17+00:00,Internet,Cable,Billing,Novato,CA,94949.0
8959748,2026-08-02 06:28:41+00:00,Phone,Wireless (cell phone/other mobile device),Availability (including rural call completion),Riverside,CA,92505.0
8959746,2026-08-02 06:26:44+00:00,Internet,Cable,Speed,Naperville,IL,60564.0
8959744,2026-08-02 06:16:57+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Perris,CA,92571.0
8959741,2026-08-02 06:15:28+00:00,Phone,Wireless (cell phone/other mobile device),Equipment,Falls church,VA,22041.0
8959739,2026-08-02 06:13:37+00:00,Phone,Wireless (cell phone/other mobile device),Number Portability (keeping your number if you change providers),Tempe,AZ,85281.0
8959738,2026-08-02 06:08:33+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Brownstown,IL,62418.0
8959736,2026-08-02 06:05:29+00:00,Internet,Cable,Speed,Apache junction,AZ,85119.0
8959733,2026-08-02 06:00:25+00:00,Phone,Wireless (cell phone/other mobile device),Number Portability (keeping your number if you change providers),Tempe,AZ,85281.0
8959730,2026-08-02 05:55:56+00:00,TV,,Loud Commercials,Marina del rey,CA,90292.0
8959724,2026-08-02 05:48:36+00:00,Phone,Wireless (cell phone/other mobile device),Privacy,Panama city,FL,32405.0
8959721,2026-08-02 05:42:29+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Cypress,TX,77433.0
8959720,2026-08-02 05:41:46+00:00,Phone,Wireless (cell phone/other mobile device),Availability (including rural call completion),Houston,TX,77048.0
8959719,2026-08-02 05:37:44+00:00,Phone,Wireless (cell phone/other mobile device),Equipment,Henderson,NV,89052.0
8959714,2026-08-02 05:32:58+00:00,Internet,Wireless,Equipment,Appomattox,VA,24522.0
8959710,2026-08-02 05:29:15+00:00,Phone,Wireless (cell phone/other mobile device),Billing,New riegel,OH,44853.0
8959706,2026-08-02 05:22:10+00:00,Internet,Cable,Billing,Danville,CA,94526.0
8959702,2026-08-02 05:16:15+00:00,Internet,Cable,Speed,Springfield,OH,45506.0
8959699,2026-08-02 05:14:07+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Danford,FL,32773.0
8959696,2026-08-02 05:04:49+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Spring hill,FL,34606.0
8959694,2026-08-02 05:02:28+00:00,Internet,Cable,Billing,Santa maria,CA,93458.0
8959692,2026-08-02 04:58:34+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Virginia gardens,FL,33166.0
8959690,2026-08-02 04:56:02+00:00,Internet,Fiber,Availability,Riverview,FL,33578.0
8959686,2026-08-02 04:48:36+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Pensacola,FL,32504.0
8959685,2026-08-02 04:44:19+00:00,TV,Cable,Equipment,Tinley park,IL,60477.0
8959684,2026-08-02 04:42:51+00:00,Internet,Cable,Billing,Novato,CA,94949.0
8959682,2026-08-02 04:34:55+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Sherwood,AR,72120.0
8959680,2026-08-02 04:34:36+00:00,Phone,Wireless (cell phone/other mobile device),Equipment,Coldwater,MI,49036.0
8959676,2026-08-02 04:29:11+00:00,Internet,Fiber,Availability,San diego,CA,92103.0
8959675,2026-08-02 04:29:08+00:00,Phone,Wireless (cell phone/other mobile device),Cramming (unauthorized charges on your phone bill),Kirkland,WA,98034.0
8959671,2026-08-02 04:22:32+00:00,TV,,Loud Commercials,Lublin,WI,54447.0
8959669,2026-08-02 04:17:23+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Springville,AL,35146.0
8959665,2026-08-02 04:07:53+00:00,Phone,Wireless (cell phone/other mobile device),Availability (including rural call completion),Pittsburgh,PA,15234.0
8959663,2026-08-02 04:07:26+00:00,TV,,Loud Commercials,Lincoln,NE,68521.0
8959659,2026-08-02 04:03:51+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Atlanta,GA,39349.0
8959658,2026-08-02 04:03:10+00:00,Phone,Wireless (cell phone/other mobile device),Availability (including rural call completion),Seattle,WA,98119.0
8959657,2026-08-02 04:02:29+00:00,Phone,Wireless (cell phone/other mobile device),Equipment,Largo,FL,33771.0
8959653,2026-08-02 03:59:49+00:00,Internet,Fiber,Speed,Portsmouth,VA,23707.0
8959651,2026-08-02 03:55:00+00:00,Phone,Wireless (cell phone/other mobile device),Billing,San diego,CA,92101.0
8959649,2026-08-02 03:54:37+00:00,Phone,Wireless (cell phone/other mobile device),Privacy,Belleville,NJ,7109.0
8959645,2026-08-02 03:51:35+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Garden grove,CA,92840.0
8959643,2026-08-02 03:49:17+00:00,Phone,Wireless (cell phone/other mobile device),Equipment,Oxnard,CA,93036.0
8959641,2026-08-02 03:47:57+00:00,Internet,Cable,Equipment,Melrose park,IL,60160.0
8959639,2026-08-02 03:47:31+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Bloomsburg,PA,17815.0
8959636,2026-08-02 03:42:10+00:00,Internet,Wireless,Billing,Dallas,TX,75204.0
8959634,2026-08-02 03:39:59+00:00,Phone,Wireless (cell phone/other mobile device),Equipment,Burbank,CA,91506.0
8959633,2026-08-02 03:39:56+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Dickson,TN,37055.0
8959632,2026-08-02 03:39:41+00:00,Internet,Wireless,Billing,Clinton towhship,MI,48035.0
8959628,2026-08-02 03:38:25+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Denver,CO,80227.0
8959623,2026-08-02 03:36:29+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Clarksville,TN,37042.0
8959619,2026-08-02 03:34:08+00:00,Internet,Wireless,Billing,Jersey city,NJ,7306.0
8959617,2026-08-02 03:33:41+00:00,Internet,Cable,Equipment,Denver,CO,80227.0
8959613,2026-08-02 03:31:01+00:00,Internet,Fiber,Availability,Ventura,CA,93001.0
8959611,2026-08-02 03:30:17+00:00,Phone,Wireless (cell phone/other mobile device),Equipment,Rossville,IL,60963.0
8959609,2026-08-02 03:28:44+00:00,Phone,Wireless (cell phone/other mobile device),Equipment,Cumberland,IN,46229.0
8959605,2026-08-02 03:26:15+00:00,Internet,Wireless,Billing,San diego,CA,92117.0
8959603,2026-08-02 03:24:53+00:00,Phone,Wired,Unwanted Calls,Tucson,AZ,85742.0
8959601,2026-08-02 03:19:42+00:00,Phone,Wireless (cell phone/other mobile device),Availability (including rural call completion),Bristol,CT,6010.0
8959599,2026-08-02 03:18:56+00:00,TV,,Loud Commercials,Harper woods,MI,48225.0
8959596,2026-08-02 03:18:15+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Houston,TX,77033.0
8959592,2026-08-02 03:12:08+00:00,Phone,Wireless (cell phone/other mobile device),Interference (including signal jammers),Freeport,NY,11746.0
8959590,2026-08-02 03:09:30+00:00,Phone,Wireless (cell phone/other mobile device),Equipment,Rincon,GA,31326.0
8959589,2026-08-02 03:09:19+00:00,Internet,Wireless,Speed,Shelton,WA,98584.0
8959588,2026-08-02 03:08:38+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Onalaska,WI,54650.0
8959580,2026-08-02 03:03:19+00:00,Internet,Cable,Availability,Martinez,GA,30907.0
8959579,2026-08-02 02:58:46+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Bayfield,CO,81122.0
8959578,2026-08-02 02:56:36+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Bayfield,CO,81122.0
8959577,2026-08-02 02:56:14+00:00,Internet,Wireless,Availability,Memphis,TN,38109.0
8959576,2026-08-02 02:54:46+00:00,Internet,Cable,Availability,Frankford,DE,19945.0
8959575,2026-08-02 02:54:13+00:00,Phone,Wireless (cell phone/other mobile device),Availability (including rural call completion),Orlando,FL,32835.0
8959572,2026-08-02 02:53:16+00:00,Phone,Wireless (cell phone/other mobile device),Availability (including rural call completion),Worcester,MA,1602.0
8959571,2026-08-02 02:52:37+00:00,Phone,Wireless (cell phone/other mobile device),Cramming (unauthorized charges on your phone bill),Natchez,MS,39120.0
8959568,2026-08-02 02:49:44+00:00,TV,Broadcast,Interference,Bountiful,UT,84010.0
8959566,2026-08-02 02:45:54+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Milford,CT,6460.0
8959562,2026-08-02 02:42:11+00:00,Internet,Wireless,Speed,Seattle,WA,98121.0
8959560,2026-08-02 02:38:54+00:00,Phone,Internet (VOIP),Unwanted Calls,Los angeles,CA,90302.0
8959557,2026-08-02 02:30:46+00:00,Phone,Wired,Cramming (unauthorized charges on your phone bill),Davis,CA,95616.0
8959556,2026-08-02 02:30:40+00:00,Internet,Cable,Interference,Haltom city,TX,76137.0
8959555,2026-08-02 02:29:58+00:00,TV,Cable,Interference,North augusta,SC,29841.0
8959552,2026-08-02 02:28:00+00:00,Internet,Cable,Billing,Brandon,MS,39047.0
8959551,2026-08-02 02:27:05+00:00,Internet,Cable,Speed,Chandler,AZ,85224.0
8959547,2026-08-02 02:23:48+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Charlotte,NC,28255.0
8959542,2026-08-02 02:22:14+00:00,Phone,Wireless (cell phone/other mobile device),Availability (including rural call completion),Los angeles,CA,90043.0
8959541,2026-08-02 02:21:47+00:00,Internet,Fiber,Speed,Portsmouth,VA,23702.0
8959535,2026-08-02 02:16:38+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Glendale,AZ,85304.0
8959534,2026-08-02 02:15:52+00:00,Phone,Wireless (cell phone/other mobile device),Equipment,Cypress,TX,77429.0
8959530,2026-08-02 02:12:37+00:00,Phone,Wireless (cell phone/other mobile device),Number Portability (keeping your number if you change providers),Trempealeau,WI,54661.0
8959529,2026-08-02 02:10:06+00:00,Phone,Wireless (cell phone/other mobile device),Equipment,North little rock,AR,72113.0
8959528,2026-08-02 02:06:16+00:00,Phone,Wireless (cell phone/other mobile device),Number Portability (keeping your number if you change providers),Albuquerque,NM,87111.0
8959526,2026-08-02 02:04:18+00:00,Internet,Fiber,Availability,Castle rock,CO,80108.0
8959524,2026-08-02 02:00:11+00:00,Internet,Fiber,Privacy,Roles,OH,43615.0
8959523,2026-08-02 01:55:19+00:00,Phone,Wireless (cell phone/other mobile device),Equipment,Minneapolis,MN,55414.0
8959521,2026-08-02 01:51:02+00:00,Phone,Wireless (cell phone/other mobile device),Number Portability (keeping your number if you change providers),Gainesville,FL,32609.0
