id,ticket_created,issue_type,method,issue,city,state,zip
8960678,2026-08-02 22:31:12+00:00,Internet,Cable,Billing,South dayton,NY,14138.0
8960672,2026-08-02 22:28:35+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Pittsburgh,PA,15204.0
8960671,2026-08-02 22:27:55+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Nashville,TN,37215.0
8960670,2026-08-02 22:27:38+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Lewisville,TX,75067.0
8960664,2026-08-02 22:22:49+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Rochester hills,MI,48309.0
8960663,2026-08-02 22:22:27+00:00,Phone,Wireless (cell phone/other mobile device),Equipment,Live oak,FL,32060.0
8960661,2026-08-02 22:21:54+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Fairhope,AL,36532.0
8960658,2026-08-02 22:20:32+00:00,Phone,Wireless (cell phone/other mobile device),Equipment,Irvine,CA,92618.0
8960655,2026-08-02 22:17:51+00:00,Internet,Wireless,Speed,Manchester,CT,6042.0
8960654,2026-08-02 22:14:52+00:00,Phone,Wireless (cell phone/other mobile device),Interference (including signal jammers),Deerfield beach,FL,33441.0
8960653,2026-08-02 22:14:41+00:00,Phone,Wireless (cell phone/other mobile device),Cramming (unauthorized charges on your phone bill),Cornelius,NC,28031.0
8960647,2026-08-02 22:12:10+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Lansdale,PA,19446.0
8960643,2026-08-02 22:11:03+00:00,Phone,Wireless (cell phone/other mobile device),Cramming (unauthorized charges on your phone bill),Vanceburg,KY,41179.0
8960642,2026-08-02 22:10:48+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,El paso,TX,79934.0
8960637,2026-08-02 22:08:25+00:00,Phone,Wireless (cell phone/other mobile device),Equipment,Houston,TX,77060.0
8960636,2026-08-02 22:06:46+00:00,Phone,Wireless (cell phone/other mobile device),Number Portability (keeping your number if you change providers),Phoenix,AZ,85020.0
8960633,2026-08-02 22:06:13+00:00,Internet,Fiber,Availability,Mooresville,NC,28115.0
8960632,2026-08-02 22:06:07+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Los angeles,CA,90068.0
8960630,2026-08-02 22:05:34+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Elizabeth lake,CA,93532.0
8960619,2026-08-02 22:00:34+00:00,Phone,Wireless (cell phone/other mobile device),Equipment,Newark,NJ,7107.0
8960618,2026-08-02 22:00:05+00:00,Phone,Wireless (cell phone/other mobile device),Privacy,Lawrence,KS,66049.0
8960616,2026-08-02 21:59:39+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Lucedale,MS,39452.0
8960610,2026-08-02 21:57:14+00:00,Phone,Internet (VOIP),Cramming (unauthorized charges on your phone bill),Hillsborough,NJ,8844.0
8960607,2026-08-02 21:54:52+00:00,Internet,Cable,Billing,Bellevue,WA,98005.0
8960606,2026-08-02 21:54:32+00:00,Internet,Wireless,Speed,Woodbridge,VA,22193.0
8960601,2026-08-02 21:53:18+00:00,Phone,Wireless (cell phone/other mobile device),Availability (including rural call completion),Lakewood,NJ,8701.0
8960597,2026-08-02 21:50:09+00:00,Internet,Wireless,Billing,Washington,DC,20002.0
8960596,2026-08-02 21:48:48+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Silsbee,TX,77656.0
8960595,2026-08-02 21:48:16+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Mission viejo,CA,92691.0
8960592,2026-08-02 21:47:32+00:00,TV,Cable,Equipment,Crestwood,IL,60418.0
8960590,2026-08-02 21:47:27+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Bakerfield,CA,93306.0
8960585,2026-08-02 21:45:38+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Glendale,AZ,85301.0
8960582,2026-08-02 21:44:22+00:00,Internet,Cable,Equipment,Fountaintown,IN,46130.0
8960577,2026-08-02 21:41:02+00:00,Internet,Cable,Availability,Montgomery,TX,77356.0
8960574,2026-08-02 21:39:30+00:00,Internet,Fiber,Billing,San francisco,CA,94158.0
8960573,2026-08-02 21:39:29+00:00,Internet,Cable,Speed,Quogue,NY,11959.0
8960571,2026-08-02 21:35:18+00:00,Phone,Wireless (cell phone/other mobile device),Equipment,Rochester,NY,14609.0
8960569,2026-08-02 21:33:32+00:00,Phone,Wireless (cell phone/other mobile device),Privacy,Salt lake city,UT,84105.0
8960567,2026-08-02 21:33:19+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Oviedo,FL,32766.0
8960562,2026-08-02 21:30:52+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Kaiser,MO,65047.0
8960561,2026-08-02 21:28:00+00:00,Phone,Internet (VOIP),Equipment,Los angeles,CA,90048.0
8960559,2026-08-02 21:27:21+00:00,Phone,Wireless (cell phone/other mobile device),Number Portability (keeping your number if you change providers),St paul,MN,55103.0
8960558,2026-08-02 21:20:15+00:00,Internet,Cable,Billing,Eastvale,CA,92880.0
8960557,2026-08-02 21:19:10+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Troy,MI,48098.0
8960554,2026-08-02 21:18:39+00:00,Phone,Wireless (cell phone/other mobile device),Number Portability (keeping your number if you change providers),Aubrey,TX,76227.0
8960552,2026-08-02 21:16:17+00:00,Phone,Wireless (cell phone/other mobile device),Availability (including rural call completion),Lakewood,NJ,8701.0
8960546,2026-08-02 21:08:47+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Memphis,TN,38115.0
8960543,2026-08-02 21:05:56+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Columbus,OH,43204.0
8960539,2026-08-02 21:04:57+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Honolulu,HI,96818.0
8960537,2026-08-02 21:04:28+00:00,Phone,Wireless (cell phone/other mobile device),Billing,San jose,CA,95134.0
8960536,2026-08-02 21:04:12+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Ellenwood,GA,30294.0
8960533,2026-08-02 21:02:59+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Phoenix,AZ,85018.0
8960532,2026-08-02 20:58:35+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Wilmington,DE,19805.0
8960530,2026-08-02 20:57:51+00:00,Internet,Wireless,Privacy,O fallon,IL,62269.0
8960528,2026-08-02 20:55:00+00:00,Internet,Wireless,Interference,Hesperia,CA,92345.0
8960524,2026-08-02 20:52:06+00:00,Internet,Fiber,Equipment,Los angeles,CA,90044.0
8960523,2026-08-02 20:50:25+00:00,Phone,Wireless (cell phone/other mobile device),Billing,San jose,CA,95120.0
8960521,2026-08-02 20:47:46+00:00,Internet,Cable,Availability,Brunswick,OH,44212.0
8960518,2026-08-02 20:45:44+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Dallas,TX,75227.0
8960511,2026-08-02 20:43:33+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Hayward,CA,94544.0
8960508,2026-08-02 20:41:04+00:00,Internet,Fiber,Equipment,Port saint lucie,FL,34987.0
8960507,2026-08-02 20:40:54+00:00,Phone,Wireless (cell phone/other mobile device),Equipment,Valley springs,CA,95252.0
8960505,2026-08-02 20:40:38+00:00,Internet,DSL,Billing,Homestead,FL,33030.0
8960504,2026-08-02 20:40:34+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Pinellas park,FL,33781.0
8960503,2026-08-02 20:39:05+00:00,Internet,Wireless,Equipment,Schenectady,NY,12305.0
8960500,2026-08-02 20:37:45+00:00,Phone,Wireless (cell phone/other mobile device),Number Portability (keeping your number if you change providers),Paynesville,MO,63336.0
8960497,2026-08-02 20:37:01+00:00,Phone,Wireless (cell phone/other mobile device),Availability (including rural call completion),Lakeland,FL,33810.0
8960496,2026-08-02 20:36:35+00:00,Internet,Cable,Billing,Jersey city,NJ,7302.0
8960493,2026-08-02 20:35:54+00:00,Internet,Wireless,Billing,West covina,CA,91790.0
8960492,2026-08-02 20:35:34+00:00,Phone,Wireless (cell phone/other mobile device),Availability (including rural call completion),Prairie du chien,WI,53821.0
8960489,2026-08-02 20:29:24+00:00,Phone,Wired,Billing,Wake forest,NC,27587.0
8960487,2026-08-02 20:28:25+00:00,Phone,Wireless (cell phone/other mobile device),Interference (including signal jammers),Waterford,MI,48329.0
8960486,2026-08-02 20:28:11+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Spokane,WA,99208.0
8960482,2026-08-02 20:26:36+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Campton,NH,3223.0
8960476,2026-08-02 20:23:22+00:00,Phone,Wired,Availability (including rural call completion),Baileys harbor,WI,54202.0
8960475,2026-08-02 20:23:14+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Elk grove,CA,95758.0
8960471,2026-08-02 20:20:46+00:00,Internet,Fiber,Availability,Arlington,WI,53911.0
8960470,2026-08-02 20:20:21+00:00,Internet,Wireless,Billing,Doral,FL,33178.0
8960467,2026-08-02 20:19:01+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Navarre,OH,44662.0
8960464,2026-08-02 20:18:15+00:00,Internet,Fiber,Billing,West monroe,NY,13167.0
8960463,2026-08-02 20:18:06+00:00,Internet,Cable,Interference,Bullhead city,AZ,86442.0
8960461,2026-08-02 20:17:55+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Kansas city,KS,66104.0
8960454,2026-08-02 20:13:26+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Lees summit,MO,64063.0
8960453,2026-08-02 20:13:06+00:00,Internet,Wireless,Privacy,Sa,TX,78216.0
8960452,2026-08-02 20:12:52+00:00,Internet,Wireless,Privacy,Stone mountain,GA,30088.0
8960451,2026-08-02 20:12:45+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Monroe,LA,71211.0
8960450,2026-08-02 20:12:41+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Orlando,FL,32810.0
8960449,2026-08-02 20:12:28+00:00,Internet,Cable,Interference,Farmville,NC,27828.0
8960443,2026-08-02 20:09:09+00:00,Phone,Wireless (cell phone/other mobile device),Number Portability (keeping your number if you change providers),Cedar hill,TX,75104.0
8960439,2026-08-02 20:07:38+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,West jordan,UT,84081.0
8960438,2026-08-02 20:06:36+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Lenexa,KS,66219.0
8960430,2026-08-02 20:03:24+00:00,Phone,Wireless (cell phone/other mobile device),Interference (including signal jammers),Gibsonia,PA,15044.0
8960429,2026-08-02 20:03:16+00:00,Phone,Wireless (cell phone/other mobile device),Equipment,Los molinos,CA,96055.0
8960425,2026-08-02 20:00:34+00:00,Phone,Wireless (cell phone/other mobile device),Equipment,Las vegas,NV,89166.0
8960424,2026-08-02 19:59:02+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Charlotte,NC,28215.0
8960423,2026-08-02 19:58:40+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Orange,CA,92865.0
8960420,2026-08-02 19:57:18+00:00,Phone,Wireless (cell phone/other mobile device),Number Portability (keeping your number if you change providers),Portland,OR,97220.0
8960417,2026-08-02 19:55:57+00:00,Phone,Wireless (cell phone/other mobile device),Number Portability (keeping your number if you change providers),Montara,CA,94019.0
8960416,2026-08-02 19:55:35+00:00,Phone,Wireless (cell phone/other mobile device),Interference (including signal jammers),Dilworth,MN,56529.0
8960411,2026-08-02 19:53:09+00:00,TV,Cable,Availability,Hendersonville,NC,28739.0
8960410,2026-08-02 19:52:36+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Charlotte,NC,28215.0
8960407,2026-08-02 19:51:23+00:00,TV,Cable,Interference,Aiken,SC,29803.0
8960406,2026-08-02 19:50:49+00:00,Phone,Wireless (cell phone/other mobile device),Availability (including rural call completion),Mount wolf,PA,17347.0
8960403,2026-08-02 19:47:12+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Fairborn,OH,45324.0
8960400,2026-08-02 19:44:47+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Portal,GA,30450.0
8960399,2026-08-02 19:44:46+00:00,Phone,Wireless (cell phone/other mobile device),Privacy,Columbus,OH,43215.0
8960398,2026-08-02 19:44:32+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Hurst,TX,76053.0
8960396,2026-08-02 19:44:23+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Half moon bay,CA,94019.0
8960390,2026-08-02 19:41:21+00:00,TV,Satellite,Billing,Shady cove,OR,97539.0
8960388,2026-08-02 19:40:54+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Bentonville,AR,72712.0
8960387,2026-08-02 19:40:47+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Denver,CO,80203.0
8960384,2026-08-02 19:38:34+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Manassas,VA,20109.0
8960382,2026-08-02 19:31:31+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Newton,KS,67114.0
8960381,2026-08-02 19:30:49+00:00,Phone,Wireless (cell phone/other mobile device),Number Portability (keeping your number if you change providers),Cumberland,RI,2864.0
8960376,2026-08-02 19:25:09+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Chicago,IL,60618.0
8960374,2026-08-02 19:24:38+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Pittsburgh,PA,15204.0
8960370,2026-08-02 19:19:17+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Broadway,NC,27505.0
8960369,2026-08-02 19:18:43+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Pittsburgh,PA,15204.0
8960368,2026-08-02 19:18:27+00:00,Phone,Wired,Availability (including rural call completion),Yelm,WA,98597.0
8960366,2026-08-02 19:13:42+00:00,TV,Broadcast,Indecency,Maple grove,MN,55311.0
8960365,2026-08-02 19:13:30+00:00,Internet,Wireless,Billing,Mt vernon,IL,62864.0
8960362,2026-08-02 19:12:00+00:00,TV,Cable,Billing,Macon,GA,31211.0
8960361,2026-08-02 19:11:55+00:00,TV,Broadcast,Availability,Davis,CA,95618.0
8960359,2026-08-02 19:10:15+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Lakewood,NJ,8701.0
8960353,2026-08-02 19:08:19+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Portland,OR,97217.0
8960352,2026-08-02 19:08:02+00:00,Internet,Cable,Availability,North hollywood,CA,91605.0
8960350,2026-08-02 19:06:30+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Akron,OH,44310.0
8960345,2026-08-02 19:01:56+00:00,Internet,Cable,Interference,Califon,NJ,7830.0
8960343,2026-08-02 19:00:46+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Imperial,CA,92251.0
8960342,2026-08-02 19:00:06+00:00,Phone,,Slamming (change of your carrier without permission),Hawthorne,CA,90250.0
8960340,2026-08-02 18:58:57+00:00,Phone,Wireless (cell phone/other mobile device),Number Portability (keeping your number if you change providers),Naples,FL,34113.0
8960338,2026-08-02 18:52:07+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Mechanicsville,VA,23116.0
8960336,2026-08-02 18:51:32+00:00,Internet,Cable,Interference,Pooler,GA,31322.0
8960335,2026-08-02 18:51:20+00:00,Internet,Cable,Interference,The villages,FL,32162.0
8960332,2026-08-02 18:48:04+00:00,Internet,Cable,Billing,Claremore,OK,74019.0
8960328,2026-08-02 18:46:43+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Portland,OR,97266.0
8960326,2026-08-02 18:46:04+00:00,Phone,Wireless (cell phone/other mobile device),Cramming (unauthorized charges on your phone bill),Woburn,MA,1801.0
8960323,2026-08-02 18:45:05+00:00,Phone,Wireless (cell phone/other mobile device),Availability (including rural call completion),Spring city,PA,19475.0
8960322,2026-08-02 18:45:04+00:00,Internet,Wireless,Billing,Chantilly,VA,20151.0
8960320,2026-08-02 18:43:21+00:00,Phone,Wireless (cell phone/other mobile device),Privacy,Palatine,IL,60074.0
8960319,2026-08-02 18:41:42+00:00,Phone,Wireless (cell phone/other mobile device),Availability (including rural call completion),Youngstown,OH,44509.0
8960318,2026-08-02 18:40:42+00:00,Internet,Wireless,Availability,Vernon,FL,32462.0
8960316,2026-08-02 18:40:07+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Arkadelphia,AR,71923.0
8960314,2026-08-02 18:39:32+00:00,Phone,Wireless (cell phone/other mobile device),Billing,St john,KS,67576.0
8960311,2026-08-02 18:37:55+00:00,Internet,Wireless,Interference,Washington,DC,20011.0
8960309,2026-08-02 18:35:25+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Auburn,WA,98002.0
8960308,2026-08-02 18:35:15+00:00,Internet,Wireless,Availability,Lakeland,FL,33810.0
8960307,2026-08-02 18:30:20+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Auburn,WA,98002.0
8960306,2026-08-02 18:30:11+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Westbury,NY,11590.0
8960304,2026-08-02 18:24:55+00:00,Internet,Wireless,Billing,East prairie,MO,63845.0
8960302,2026-08-02 18:24:27+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Auburn,WA,98002.0
8960301,2026-08-02 18:24:09+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Camp hill,PA,17011.0
8960294,2026-08-02 18:21:06+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Oakland,CA,94607.0
8960290,2026-08-02 18:20:01+00:00,Phone,Wireless (cell phone/other mobile device),Billing,East liverpool,OH,43920.0
8960288,2026-08-02 18:19:29+00:00,Internet,Cable,Billing,Harrison city,PA,15636.0
8960286,2026-08-02 18:19:11+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Auburn,WA,98002.0
8960279,2026-08-02 18:15:25+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Cincinnati,OH,45233.0
8960278,2026-08-02 18:15:21+00:00,Phone,Wireless (cell phone/other mobile device),Privacy,San diego,CA,92114.0
8960272,2026-08-02 18:14:43+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,North brunswick,NJ,8902.0
8960271,2026-08-02 18:14:34+00:00,Phone,Wireless (cell phone/other mobile device),Equipment,Tiffin,IA,52340.0
8960269,2026-08-02 18:14:09+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Auburn,WA,98002.0
8960268,2026-08-02 18:08:54+00:00,Phone,Wireless (cell phone/other mobile device),Interference (including signal jammers),Phoenix,AZ,85017.0
8960267,2026-08-02 18:08:36+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Farmington hills,MI,48334.0
8960266,2026-08-02 18:08:32+00:00,Internet,Fiber,Billing,Arlington,TX,76001.0
8960264,2026-08-02 18:07:56+00:00,Internet,Cable,Equipment,Ruther glen,VA,22546.0
8960258,2026-08-02 18:04:00+00:00,Phone,Wireless (cell phone/other mobile device),Billing,North billerica,MA,1862.0
8960256,2026-08-02 18:03:05+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Wilmington,NC,28411.0
8960255,2026-08-02 18:03:04+00:00,Phone,Wireless (cell phone/other mobile device),Number Portability (keeping your number if you change providers),Boulder city,NV,89005.0
8960254,2026-08-02 18:02:03+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Wrentham,MA,2093.0
8960249,2026-08-02 18:01:01+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Auburn,WA,98002.0
8960246,2026-08-02 18:00:01+00:00,Phone,Wireless (cell phone/other mobile device),Interference (including signal jammers),Phoenix,AZ,85017.0
8960245,2026-08-02 17:59:40+00:00,Internet,Wireless,Speed,Reeds spring,MO,65737.0
8960241,2026-08-02 17:56:35+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Fremont,CA,94555.0
8960240,2026-08-02 17:55:58+00:00,Phone,Internet (VOIP),Unwanted Calls,Dublin,OH,43017.0
8960238,2026-08-02 17:54:35+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Reeds spring,MO,65737.0
8960237,2026-08-02 17:54:12+00:00,Phone,Wired,Billing,Clarksville,IN,47129.0
8960234,2026-08-02 17:53:29+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Bronx,NY,10466.0
8960231,2026-08-02 17:52:41+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Randolph,MA,2368.0
8960230,2026-08-02 17:52:31+00:00,Phone,Wireless (cell phone/other mobile device),Equipment,Dallas,TX,75203.0
8960227,2026-08-02 17:51:55+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Manville,NJ,8835.0
8960223,2026-08-02 17:50:40+00:00,Phone,Wired,Billing,Fontana,CA,92336.0
8960218,2026-08-02 17:48:34+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Salem,OR,97305.0
8960217,2026-08-02 17:48:18+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Corona,CA,92883.0
8960212,2026-08-02 17:46:45+00:00,Internet,Cable,Billing,Sykesville,MD,21784.0
8960211,2026-08-02 17:46:27+00:00,Internet,DSL,Billing,Newport beach,CA,92660.0
8960208,2026-08-02 17:42:21+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Owosso,MI,48867.0
8960201,2026-08-02 17:39:35+00:00,Phone,Wireless (cell phone/other mobile device),Number Portability (keeping your number if you change providers),Lafayette,IN,47901.0
8960193,2026-08-02 17:37:17+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Hampstead,NH,3841.0
8960191,2026-08-02 17:35:26+00:00,Internet,Wireless,Interference,Sacramento,CA,95815.0
8960190,2026-08-02 17:29:19+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Austin,TX,78701.0
8960189,2026-08-02 17:28:40+00:00,Phone,Wireless (cell phone/other mobile device),Cramming (unauthorized charges on your phone bill),Baltimore,MD,21223.0
8960188,2026-08-02 17:28:28+00:00,Phone,Wireless (cell phone/other mobile device),Privacy,Sacramento,CA,95815.0
8960187,2026-08-02 17:28:19+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Benson,AZ,85602.0
8960185,2026-08-02 17:28:01+00:00,Internet,Cable,Availability,Mebane,NC,27302.0
8960183,2026-08-02 17:27:32+00:00,Internet,Wireless,Availability,Thornton,CO,80692.0
8960180,2026-08-02 17:26:38+00:00,Phone,Wireless (cell phone/other mobile device),Availability (including rural call completion),Reeds spring,MO,65737.0
8960177,2026-08-02 17:23:12+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Austin,TX,78701.0
8960175,2026-08-02 17:19:30+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Chesapeake,VA,23321.0
8960174,2026-08-02 17:19:14+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Philipsburg,PA,16866.0
8960170,2026-08-02 17:17:29+00:00,Phone,Wireless (cell phone/other mobile device),Equipment,Baltimore,MD,21223.0
8960169,2026-08-02 17:14:28+00:00,Phone,Wireless (cell phone/other mobile device),Equipment,Richmond,UT,84333.0
8960164,2026-08-02 17:09:04+00:00,Phone,Wireless (cell phone/other mobile device),Number Portability (keeping your number if you change providers),Carson ca,CA,90745.0
8960163,2026-08-02 17:08:31+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Mifflinville,PA,18631.0
8960162,2026-08-02 17:08:23+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Lewisville,TX,75057.0
8960157,2026-08-02 17:06:05+00:00,Phone,Wireless (cell phone/other mobile device),Equipment,Fort worth,TX,76137.0
8960155,2026-08-02 17:03:21+00:00,Internet,Cable,Billing,Freehold,NJ,7728.0
8960154,2026-08-02 17:02:06+00:00,Phone,Wireless (cell phone/other mobile device),Interference (including signal jammers),Atlanta,GA,30324.0
8960152,2026-08-02 17:01:41+00:00,Internet,Cable,Billing,Greeley,CO,80634.0
8960150,2026-08-02 17:00:58+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Fort riley,KS,66442.0
8960148,2026-08-02 16:59:22+00:00,Phone,Wireless (cell phone/other mobile device),Equipment,Richmond,VA,23224.0
8960144,2026-08-02 16:56:25+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Woodstock,GA,30188.0
8960142,2026-08-02 16:54:25+00:00,Phone,Wireless (cell phone/other mobile device),Number Portability (keeping your number if you change providers),Chicago,IL,60646.0
8960140,2026-08-02 16:52:28+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Denver,CO,80236.0
8960139,2026-08-02 16:50:17+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Dania,FL,33004.0
8960138,2026-08-02 16:49:21+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Concord,NC,28025.0
8960137,2026-08-02 16:49:17+00:00,Internet,Cable,Billing,Ojai,CA,93023.0
8960133,2026-08-02 16:48:39+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Fort riley,KS,66442.0
8960132,2026-08-02 16:48:36+00:00,Phone,Wireless (cell phone/other mobile device),Interference (including signal jammers),Leander,TX,78641.0
8960128,2026-08-02 16:45:10+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Middleburgh,NY,12122.0
8960125,2026-08-02 16:40:51+00:00,Phone,Wireless (cell phone/other mobile device),Availability (including rural call completion),Grayson,GA,30017.0
8960124,2026-08-02 16:38:59+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Batavia,OH,45103.0
8960123,2026-08-02 16:37:52+00:00,Phone,Wireless (cell phone/other mobile device),Cramming (unauthorized charges on your phone bill),Chicago,IL,60647.0
8960122,2026-08-02 16:36:51+00:00,Phone,Wireless (cell phone/other mobile device),Interference (including signal jammers),Ft myers,FL,33905.0
8960121,2026-08-02 16:33:24+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,High springs,FL,32643.0
8960118,2026-08-02 16:31:37+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Homestead,FL,33033.0
8960117,2026-08-02 16:31:31+00:00,Phone,Wireless (cell phone/other mobile device),Availability (including rural call completion),Grand blanc,MI,48439.0
8960115,2026-08-02 16:29:14+00:00,Internet,Fiber,Equipment,New york,NY,10011.0
8960113,2026-08-02 16:28:28+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Brooklyn,NY,11217.0
8960112,2026-08-02 16:25:43+00:00,Phone,Wireless (cell phone/other mobile device),Number Portability (keeping your number if you change providers),New kensington,PA,15068.0
8960111,2026-08-02 16:24:28+00:00,Phone,Wireless (cell phone/other mobile device),Cramming (unauthorized charges on your phone bill),Dahlonega,GA,30533.0
8960110,2026-08-02 16:24:18+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Providence,RI,2908.0
8960105,2026-08-02 16:21:29+00:00,Internet,Wireless,Billing,Evanston,WY,82930.0
8960103,2026-08-02 16:20:30+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Sharon,CT,6069.0
8960100,2026-08-02 16:15:21+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Oak grove,KY,42262.0
8960098,2026-08-02 16:14:05+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Ramsey,MN,55303.0
8960097,2026-08-02 16:13:09+00:00,Phone,Wireless (cell phone/other mobile device),Billing,Meridian,ID,83646.0
8960095,2026-08-02 16:12:21+00:00,Phone,Internet (VOIP),Availability (including rural call completion),Lake forest,CA,92630.0
8960091,2026-08-02 16:11:30+00:00,Phone,Wireless (cell phone/other mobile device),Equipment,Norwalk,CT,6855.0
8960089,2026-08-02 16:10:31+00:00,Phone,Wireless (cell phone/other mobile device),Unwanted Calls,Rochester,MN,55904.0
